Id,Answer,Label,Time
31556268,Training,training,2.636521816253662
31627380,Training,model,1.7223970890045166
31880720,Training,model,2.060518503189087
33702251,API,api,1.6794962882995605
33712178,Training,training,1.1782448291778564
33711427,API,tensor,1.0713510513305664
33859864,API,training,1.0640184879302979
33969059,Training,model,2.0283448696136475
34311586,Training,model,1.298125982284546
34328233,Tensors&Inputs,api,1.1087322235107422
34673164,Training,training,1.4969990253448486
34775522,GPU Usage,gpu,1.3941638469696045
34900246,API,api,0.9541819095611572
35413618,Tensors&Inputs,api,1.3146569728851318
35968973,Tensors&Inputs,api,0.9187448024749756
36007883,API,api,2.056443214416504
36136562,Tensors&Inputs,tensor,0.9844529628753662
36565430,Training,model,1.7454309463500977
36599237,API,api,1.271496057510376
36854940,GPU Usage,gpu,1.817108154296875
37213388,Training,training,1.7981126308441162
37232782,Training,training,1.0361649990081787
37624102,Training,training,1.0800340175628662
37891954,Tensors&Inputs,api,1.5922284126281738
38056110,Tensors&Inputs,training,2.064901828765869
38272699,API,api,0.8786163330078125
38294046,Tensors&Inputs,tensor,1.136003017425537
38546903,API,training,1.088460922241211
38584268,Tensors&Inputs,tensor,1.5279884338378906
38648195,Training,training,1.0311992168426514
38760621,GPU Usage,gpu,1.3945484161376953
38987680,Tensors&Inputs,tensor,1.1883883476257324
39076388,GPU Usage,training,1.9527170658111572
39114832,API,api,1.0640373229980469
39217567,Training,training,0.9374704360961914
39357454,API,api,0.9988584518432617
39525358,Training,training,0.9990024566650391
39714374,Training,training,1.73760986328125
39810655,Training,training,1.6467270851135254
40179209,Tensors&Inputs,training,1.166616678237915
40403297,GPU Usage,gpu,5.3292236328125
40511562,API,api,0.9606070518493652
40578598,Tensors&Inputs,tensor,1.0404016971588135
40726039,GPU Usage,gpu,1.4224827289581299
40827085,API,api,0.8988065719604492
40857445,Tensors&Inputs,tensor,1.5619468688964844
41327601,Training,training,1.4532830715179443
41530218,Others,training,1.579117774963379
41482913,API,api,1.6480376720428467
41600519,Training,training,0.9875354766845703
41651628,Tensors&Inputs,tensor,1.1917529106140137
41823555,GPU Usage,training,0.9558804035186768
41813665,API,api,1.5650193691253662
41942538,GPU Usage,gpu,0.9399073123931885
41910617,API,tensor,1.5399115085601807
41977498,Training,training,0.8381741046905518
42064941,API,training,0.9612658023834229
42217059,API,api,1.4587578773498535
42281589,API,tensor,0.9802184104919434
42353056,API,model,0.9716625213623047
42327543,Training,training,1.0713837146759033
42513613,Tensors&Inputs,tensor,1.6581323146820068
42514960,Training,model,1.261380672454834
42655764,Tensors&Inputs,api,5.263537883758545
42652161,API,tensor,1.1936802864074707
42616625,API,api,1.6417944431304932
42800203,Training,model,1.735588550567627
42823627,API,api,1.6142706871032715
42913869,Tensors&Inputs,tensor,1.2005879878997803
43152053,API,model,0.9486329555511475
43172922,Tensors&Inputs,api,1.0246086120605469
43329789,API,api,1.0526249408721924
43396572,Tensors&Inputs,tensor,1.622074842453003
43464835,Tensors&Inputs,tensor,1.2801883220672607
43511819,API,api,2.705355405807495
43542226,Tensors&Inputs,training,1.0561871528625488
43509881,API,api,0.9907732009887695
43900125,Tensors&Inputs,training,1.0761868953704834
43895750,Tensors&Inputs,tensor,1.1481704711914062
44003302,API,api,1.6686420440673828
44066044,Training,training,0.9529156684875488
44124376,API,api,0.8722782135009766
44164749,API,model,1.0511488914489746
44184834,Tensors&Inputs,training,1.0903594493865967
44221396,Tensors&Inputs,training,0.9001884460449219
44238165,Tensors&Inputs,tensor,1.1502819061279297
44399299,Tensors&Inputs,tensor,1.6168506145477295
44500733,GPU Usage,gpu,1.3594844341278076
44580450,GPU Usage,gpu,0.9884679317474365
44583254,Tensors&Inputs,tensor,1.5058462619781494
44673865,Tensors&Inputs,tensor,1.7156071662902832
44704435,Tensors&Inputs,tensor,1.5658228397369385
44720822,API,api,1.1254396438598633
44998910,Training,model,1.010627269744873
45029977,Training,training,1.409369945526123
45139423,API,api,1.7963507175445557
45378493,Model,model,1.6650991439819336
45404056,API,api,2.063026189804077
45442843,Training,training,1.126471996307373
45467720,Tensors&Inputs,tensor,1.1456904411315918
45507821,Training,training,1.421334981918335
45525444,Tensors&Inputs,training,1.9181954860687256
45537372,API,api,1.3901214599609375
45632549,Training,training,1.012303113937378
45645276,Tensors&Inputs,tensor,1.0193541049957275
45711636,Model,tensor,1.6020171642303467
45799474,Model,training,1.521289587020874
45817355,API,api,1.1314730644226074
45966301,Tensors&Inputs,tensor,1.5877227783203125
46177505,Tensors&Inputs,tensor,1.3999943733215332
46280770,Tensors&Inputs,tensor,1.0556495189666748
46443566,API,training,1.6235003471374512
46516168,API,api,1.1340491771697998
46642627,Training,model,1.4158234596252441
46595157,API,api,1.8273541927337646
46705634,Training,training,1.011709451675415
46989600,Tensors&Inputs,tensor,1.3479979038238525
46995209,Training,training,1.004586935043335
47066635,API,api,1.062471866607666
47122052,Training,training,1.2023797035217285
47128044,Tensors&Inputs,tensor,1.1320393085479736
47267612,API,tensor,1.5909602642059326
47318871,Tensors&Inputs,training,1.606442928314209
47352366,Training,model,1.7415635585784912
47432905,API,training,0.9646952152252197
47503514,Training,training,1.0549607276916504
47724077,Tensors&Inputs,api,1.1456518173217773
47799758,Training,training,1.1367509365081787
47857437,API,api,1.4171578884124756
47898147,API,api,1.0278034210205078
47932589,Training,training,1.4612889289855957
48082655,API,training,0.985680341720581
48221692,Model,model,0.9983870983123779
48251943,Model,model,1.7517247200012207
48385830,Training,model,0.9509503841400146
48400225,GPU Usage,gpu,1.2674260139465332
48509419,Tensors&Inputs,tensor,1.0953474044799805
48493755,Tensors&Inputs,api,1.0982897281646729
48527808,Training,training,1.551727533340454
48518434,Model,model,0.9839363098144531
48594888,Training,training,0.8619842529296875
48709839,API,training,1.2542273998260498
48934338,Training,training,0.8613810539245605
48991644,API,api,1.5107142925262451
48987959,Tensors&Inputs,tensor,1.0812666416168213
49113140,API,api,1.470546007156372
49206550,Tensors&Inputs,tensor,1.141329288482666
49304817,Tensors&Inputs,tensor,1.0800416469573975
49686230,Training,training,2.0108044147491455
49763672,API,api,0.9543046951293945
50063613,API,training,1.6448493003845215
50079585,Training,model,1.6686286926269531
50306988,Training,training,1.6087400913238525
50426349,Tensors&Inputs,tensor,1.8621251583099365
50481178,Training,training,1.458749532699585
50555434,Training,model,1.4665071964263916
50724488,Tensors&Inputs,tensor,1.1241824626922607
50718045,API,api,1.1218922138214111
50776598,API,api,0.9207239151000977
50762466,Training,training,1.7582290172576904
50801149,API,api,1.5083024501800537
50920908,API,api,1.5546324253082275
50896412,API,tensor,1.325098991394043
51032181,Training,training,1.3236865997314453
51031519,API,api,0.9548025131225586
51198474,Model,training,1.0476360321044922
51181393,Training,training,1.1297590732574463
51341479,API,tensor,1.0092415809631348
51421885,Tensors&Inputs,tensor,1.633342981338501
51478595,Tensors&Inputs,training,1.5842339992523193
51511052,Training,training,0.7894091606140137
51545026,Tensors&Inputs,tensor,1.1106181144714355
51586680,Tensors&Inputs,tensor,1.1730804443359375
51746179,Tensors&Inputs,tensor,1.7691295146942139
51749207,Model,model,1.614593505859375
51763983,Tensors&Inputs,tensor,1.562807559967041
51776802,API,tensor,0.8489904403686523
51930566,Others,model,2.0161020755767822
52076815,GPU Usage,gpu,0.9485509395599365
52265049,GPU Usage,gpu,1.7149031162261963
52324713,Tensors&Inputs,tensor,1.9082989692687988
52503695,Tensors&Inputs,tensor,1.0969650745391846
52595477,Tensors&Inputs,tensor,1.2363605499267578
52761666,Tensors&Inputs,tensor,0.9465222358703613
52815264,API,api,1.1069612503051758
52800582,Training,training,1.0745811462402344
52907593,API,api,1.0926954746246338
52950449,GPU Usage,gpu,1.4800474643707275
53082519,API,gpu,1.5807569026947021
53119432,Tensors&Inputs,tensor,1.4057872295379639
53186736,GPU Usage,gpu,6.471017599105835
53194827,GPU Usage,api,1.6191303730010986
53332663,API,api,1.629565954208374
53367049,Tensors&Inputs,tensor,1.1190376281738281
53380068,GPU Usage,gpu,1.5084381103515625
53416833,Tensors&Inputs,tensor,1.5600001811981201
53442190,API,api,1.2683281898498535
53538138,API,api,2.0716049671173096
53710313,Tensors&Inputs,tensor,1.071950912475586
53767829,Tensors&Inputs,tensor,1.6771595478057861
53820175,API,api,1.2001256942749023
53813636,Model,model,1.8226478099822998
53894900,GPU Usage,gpu,1.4648127555847168
53914450,Training,training,1.276625633239746
53972814,GPU Usage,gpu,1.0621254444122314
54004948,GPU Usage,gpu,1.7531170845031738
53976618,GPU Usage,gpu,0.9534008502960205
54054163,API,tensor,0.8670713901519775
54064299,Training,model,1.852034091949463
54196469,API,training,1.2138490676879883
54194884,GPU Usage,gpu,1.29127836227417
54255431,Tensors&Inputs,training,3.4848029613494873
54233276,GPU Usage,gpu,1.6061806678771973
54282951,Training,model,1.4801549911499023
54250552,Tensors&Inputs,api,1.6002252101898193
54417736,Tensors&Inputs,tensor,1.6444239616394043
54479547,GPU Usage,gpu,1.0286047458648682
54590442,GPU Usage,gpu,1.092456579208374
54706146,GPU Usage,gpu,1.42378830909729
54738769,Training,model,0.9849379062652588
54811239,Tensors&Inputs,model,1.0826892852783203
54888906,Training,training,1.2026240825653076
55142951,API,api,0.9768238067626953
55198221,Training,model,1.572322130203247
55277192,Tensors&Inputs,tensor,1.4660699367523193
55261785,GPU Usage,gpu,1.2384178638458252
55328966,Training,training,1.6965816020965576
55496289,API,api,1.4593467712402344
55731589,Tensors&Inputs,tensor,1.0936787128448486
55780923,GPU Usage,gpu,0.9687676429748535
55833353,GPU Usage,gpu,1.1070849895477295
55955130,Model,tensor,1.5618505477905273
56008764,GPU Usage,gpu,0.8618485927581787
56014360,GPU Usage,gpu,1.0811233520507812
56034040,GPU Usage,gpu,1.0900378227233887
56103207,Training,training,1.226649522781372
56218256,Training,model,0.9823424816131592
56315726,API,api,1.0716581344604492
56341753,Training,training,1.1667695045471191
56380303,Training,training,1.6622073650360107
56745316,GPU Usage,gpu,1.0563666820526123
56774954,Training,model,1.733142375946045
56999493,GPU Usage,gpu,0.9774835109710693
57082306,Tensors&Inputs,tensor,1.5277338027954102
57188409,API,gpu,1.7775177955627441
57253395,GPU Usage,gpu,1.0947415828704834
57266256,API,api,1.5268559455871582
57326611,Training,model,1.557588815689087
57328548,GPU Usage,gpu,1.6563313007354736
57397440,Training,model,1.6498703956604004
57407973,Training,model,0.9950942993164062
57618482,Training,training,1.009464979171753
57849535,GPU Usage,gpu,1.6117496490478516
57943425,Training,model,1.0063111782073975
58043002,Training,model,1.3994898796081543
58064701,Training,model,1.6744661331176758
58051767,Model,model,1.2469415664672852
58055105,Model,model,1.737107753753662
58136592,API,tensor,1.0767085552215576
58237726,Training,training,1.1385993957519531
58333926,Training,model,1.1424856185913086
58343317,GPU Usage,gpu,1.526827096939087
58392266,Training,model,1.5204622745513916
58572274,Training,model,1.5781288146972656
58581464,GPU Usage,gpu,1.6882257461547852
58609115,Tensors&Inputs,model,1.653205394744873
58693786,API,api,0.9196794033050537
58730110,GPU Usage,gpu,1.5211846828460693
58844149,Model,model,1.4321155548095703
59078187,Training,model,1.4321632385253906
59278771,Tensors&Inputs,model,1.5910594463348389
59282996,API,training,1.2542176246643066
59325381,Tensors&Inputs,training,1.113067626953125
59416289,Tensors&Inputs,tensor,1.2418231964111328
59473949,GPU Usage,gpu,1.2445192337036133
59486265,GPU Usage,gpu,1.382680892944336
59732129,GPU Usage,gpu,0.977872371673584
59758722,Training,model,1.503303050994873
60030329,API,api,1.7318332195281982
60067039,API,api,1.002610206604004
60187732,GPU Usage,gpu,1.6441929340362549
60355380,Training,model,1.4615790843963623
60351164,Training,training,1.5795080661773682
60421221,Tensors&Inputs,tensor,1.190638542175293
60472292,GPU Usage,gpu,1.0116665363311768
60508218,Training,model,0.9274568557739258
60574843,Training,model,0.8903746604919434
60690327,API,api,1.0397148132324219
60753759,Tensors&Inputs,tensor,1.4280226230621338
60766775,Training,model,1.0225825309753418
60801900,Model,model,1.965416431427002
60831731,Training,model,1.3531091213226318
60874661,Model,model,1.9080727100372314
61122561,Training,training,1.087846279144287
61234347,Training,model,1.453132152557373
61274792,Training,model,0.8875818252563477
61482878,GPU Usage,gpu,1.0451138019561768
61498304,Training,model,1.7522809505462646
61568463,Training,training,1.0386474132537842
61561253,API,api,1.6400213241577148
61704401,Tensors&Inputs,tensor,1.3688859939575195
61706535,Training,api,1.4283509254455566
61763616,Model,model,1.643336296081543
61828821,Tensors&Inputs,api,1.003974199295044
61781193,Training,model,1.6680641174316406
61886777,Model,model,1.4254961013793945
61943896,Tensors&Inputs,tensor,1.0905368328094482
61997645,Training,model,1.7045092582702637
62055783,API,model,1.6262083053588867
62068109,Training,model,0.9416766166687012
62163194,Tensors&Inputs,tensor,1.1043078899383545
62313327,Training,model,0.9392471313476562
62386631,API,api,1.9780550003051758
62486779,API,api,1.051225185394287
62440336,Training,model,1.6545546054840088
62600335,GPU Usage,gpu,1.1988155841827393
62612226,GPU Usage,gpu,1.1267483234405518
62780158,GPU Usage,gpu,1.7367804050445557
62887574,GPU Usage,gpu,0.9948368072509766
62957334,Training,model,0.9815018177032471
63008865,GPU Usage,gpu,0.9714865684509277
63073170,API,training,0.9491746425628662
63083555,Training,training,0.8884036540985107
63188879,API,api,1.0324432849884033
63206710,API,model,1.5429277420043945
63176966,API,api,1.3836555480957031
63200848,Tensors&Inputs,training,1.0772898197174072
63204176,API,api,1.7387337684631348
63235060,API,api,1.0353143215179443
63212385,Training,model,1.5903141498565674
63421764,GPU Usage,gpu,0.9732227325439453
63515767,GPU Usage,gpu,1.6376988887786865
63566232,Tensors&Inputs,tensor,1.2763073444366455
63871643,GPU Usage,gpu,1.373845100402832
64193633,GPU Usage,gpu,1.1200261116027832
64237179,Training,model,1.5472824573516846
64395424,Training,model,0.9671528339385986
64387251,Training,model,1.1548364162445068
64413907,Training,model,1.125401496887207
64576751,API,api,0.9201712608337402
64601301,Tensors&Inputs,tensor,1.6163976192474365
64777195,Tensors&Inputs,tensor,1.695512056350708
64809589,GPU Usage,gpu,1.4914846420288086
64958934,GPU Usage,gpu,1.216825246810913
65204482,Training,training,1.5621733665466309
65228352,Training,model,2.4649393558502197
65225612,GPU Usage,gpu,1.003370761871338
65434193,GPU Usage,gpu,1.610154390335083
65522548,Training,training,1.3769803047180176
65503731,GPU Usage,gpu,1.6958386898040771
65669308,Training,model,1.468759298324585
65679823,Tensors&Inputs,gpu,1.6082701683044434
65777704,Training,model,1.2180871963500977
65801034,API,api,1.009425401687622
65889068,Tensors&Inputs,model,1.4151387214660645
65993928,Tensors&Inputs,tensor,1.5344555377960205
66015472,API,api,1.028719425201416
66059474,Tensors&Inputs,tensor,2.421872138977051
66087653,Training,model,1.277332067489624
66235657,Training,model,1.6214807033538818
66260320,Tensors&Inputs,api,1.003577470779419
66370996,Tensors&Inputs,tensor,0.9218416213989258
66407123,Training,model,1.4964444637298584
66493943,GPU Usage,gpu,1.5808260440826416
66472843,Tensors&Inputs,tensor,1.6578717231750488
66489112,API,api,1.5974009037017822
66524542,Tensors&Inputs,api,1.1340570449829102
66600362,GPU Usage,gpu,1.5583481788635254
66625138,GPU Usage,gpu,1.5182161331176758
66623226,GPU Usage,gpu,1.0034396648406982
66602662,Model,model,1.5005829334259033
66688358,GPU Usage,gpu,1.0414395332336426
66720543,Tensors&Inputs,tensor,1.6443183422088623
66801280,GPU Usage,gpu,1.6227998733520508
66840108,Tensors&Inputs,model,1.1263585090637207
66900639,GPU Usage,gpu,1.7504875659942627
67045622,GPU Usage,gpu,1.46836519241333
67519746,Tensors&Inputs,tensor,1.0522751808166504
67529687,Training,model,2.0326550006866455
67730059,API,model,0.914360523223877
68011125,API,api,1.1204094886779785
68038676,API,api,1.842698097229004
68062571,Tensors&Inputs,tensor,1.1482689380645752
68101077,Training,model,1.6634743213653564
68152276,API,api,1.0336215496063232
68283519,GPU Usage,gpu,1.0706868171691895
68321264,Training,model,0.9884138107299805
68458462,Training,model,1.5186436176300049
68546140,GPU Usage,gpu,0.9631140232086182
68670866,GPU Usage,gpu,1.2609424591064453
68691256,API,api,1.5713238716125488
68751439,Training,model,1.0585925579071045
68902851,GPU Usage,gpu,2.0355193614959717
68905844,Tensors&Inputs,tensor,1.799839973449707
68912706,GPU Usage,gpu,0.9795961380004883
68938619,Training,model,1.3961353302001953
68962721,GPU Usage,gpu,1.0602171421051025
69125887,GPU Usage,gpu,1.4900429248809814
69137834,Tensors&Inputs,tensor,1.2310311794281006
69203342,GPU Usage,gpu,1.0388991832733154
69549126,Tensors&Inputs,api,1.1111080646514893
69582900,GPU Usage,gpu,1.7116594314575195
69660201,Tensors&Inputs,training,1.087317705154419
69704467,Tensors&Inputs,tensor,1.0823783874511719
69787272,Model,model,1.7527110576629639
69901379,Training,model,0.9893295764923096
69919854,GPU Usage,gpu,1.1686053276062012
69999033,Training,training,1.0656392574310303
70115610,Training,training,0.974416971206665
70148149,Tensors&Inputs,model,1.1525168418884277
70159221,API,api,1.48814058303833
70205917,Tensors&Inputs,gpu,1.5148026943206787
70233512,Tensors&Inputs,tensor,1.6295669078826904
70316929,Tensors&Inputs,api,0.9439373016357422
70373342,API,api,1.6220121383666992
70542788,Tensors&Inputs,training,1.0097384452819824
70554441,Training,training,1.5529539585113525
70577039,GPU Usage,gpu,1.6698744297027588
70589997,Model,model,4.239091634750366
70607355,Training,training,1.0513107776641846
70817268,Training,training,1.448957920074463
70890894,Tensors&Inputs,tensor,1.6676421165466309
71014038,Training,training,1.5116078853607178
71159722,API,api,1.6808702945709229
71223747,API,api,1.5789451599121094
71457035,Training,model,1.664780855178833
71514447,Training,training,1.2659404277801514
71652014,API,api,1.3748087882995605
71715697,Training,model,1.5647532939910889
71709778,API,tensor,1.1678709983825684
71766129,GPU Usage,gpu,1.3548874855041504
72099844,Tensors&Inputs,tensor,1.0006577968597412
72198387,GPU Usage,gpu,1.4048938751220703
72262957,API,tensor,3.750962972640991
72242669,API,tensor,1.5752911567687988
72344302,API,api,1.6548676490783691
72408888,GPU Usage,gpu,0.9229912757873535
72497840,API,training,0.8834328651428223
72445866,GPU Usage,gpu,0.8876922130584717
72571288,GPU Usage,gpu,0.9571726322174072
72676542,Model,model,0.8655414581298828
72661641,API,training,0.9156079292297363
72744278,Tensors&Inputs,model,1.6100943088531494
72791888,Tensors&Inputs,tensor,0.9629085063934326
72845812,API,api,1.1191315650939941
72872021,Tensors&Inputs,model,1.007944107055664
72965428,Model,model,1.1082098484039307
73019486,Training,training,0.7390308380126953
73144065,Training,training,7.211244583129883
73197501,Training,training,1.7195444107055664
73229163,GPU Usage,gpu,1.6153552532196045
73266661,Tensors&Inputs,tensor,1.1374175548553467
73308371,Model,model,1.4706718921661377
73361613,Training,training,1.0399169921875
73380197,Training,training,0.988793134689331
73445876,Tensors&Inputs,tensor,1.396134853363037
73543195,GPU Usage,gpu,0.9965898990631104
73567385,Model,model,1.1012609004974365
73643887,GPU Usage,gpu,1.5482439994812012
73656975,GPU Usage,gpu,0.8789012432098389
73675303,GPU Usage,gpu,1.010488748550415
73849758,Tensors&Inputs,tensor,1.1347239017486572
74065619,Tensors&Inputs,tensor,1.5306055545806885
74200607,Training,model,0.8841109275817871
74376277,Tensors&Inputs,tensor,1.3923349380493164
74610068,API,tensor,1.4403786659240723
74743921,API,api,1.4743802547454834
74741897,Tensors&Inputs,tensor,1.5155093669891357
74977873,Tensors&Inputs,tensor,1.4058234691619873
75251168,Tensors&Inputs,training,1.1412708759307861
75426868,GPU Usage,gpu,1.3214361667633057
75424120,GPU Usage,gpu,1.587451696395874
75614728,GPU Usage,gpu,1.0593256950378418
75644077,Tensors&Inputs,tensor,1.3879334926605225
75728844,API,api,1.0088493824005127
75915809,Training,training,1.512082815170288
75929010,API,api,1.7938125133514404
75948480,API,api,1.0294880867004395
76101948,GPU Usage,gpu,1.3897333145141602
76134365,GPU Usage,gpu,1.137575387954712
76204465,GPU Usage,gpu,1.8269331455230713
76199563,Tensors&Inputs,api,1.5106163024902344
76226936,API,training,1.0437378883361816
76338180,Tensors&Inputs,tensor,1.0589728355407715
76369850,GPU Usage,gpu,1.528578519821167
76520092,Tensors&Inputs,tensor,1.0080149173736572
76511182,API,api,0.9140727519989014
76604686,API,api,1.7410244941711426
76807981,Training,training,1.5535557270050049
76886837,API,api,1.0572843551635742
77067838,Tensors&Inputs,tensor,1.5830605030059814
77041713,GPU Usage,gpu,1.7685775756835938
77209413,Tensors&Inputs,tensor,1.6992301940917969
77248509,GPU Usage,gpu,1.0237383842468262
77400236,Tensors&Inputs,api,0.9960272312164307
77656160,GPU Usage,gpu,1.021554708480835
77658529,Tensors&Inputs,tensor,1.0467793941497803
77772327,Tensors&Inputs,api,1.505814790725708
78008233,API,training,0.9765193462371826
78190915,API,api,0.9422852993011475
4903656,Others,Others,2.481675863265991
5332562,Others,Others,1.492405652999878
5706203,Others,Others,1.4790000915527344
6506395,Others,Others,1.6465070247650146
6769050,Others,Others,1.477691411972046
6952108,Others,Others,1.0748560428619385
7528253,Others,Others,1.158966064453125
7977668,Others,Others,0.9271113872528076
8413719,Others,Others,1.0262625217437744
9166274,Others,Others,0.9686646461486816
9474291,Others,Others,1.468048095703125
10094562,Others,Others,0.9465000629425049
10445688,Others,Others,0.978060245513916
10999415,Others,Others,1.6367566585540771
11221072,Others,Others,1.5372705459594727
11693256,Others,Others,1.1744122505187988
11818602,Others,Others,0.9975185394287109
12304602,Others,Others,1.7129218578338623
13635963,Others,Others,1.4643399715423584
14546804,Others,Others,1.1699683666229248
16041268,Others,Others,1.0503621101379395
16914015,Others,Others,1.0897712707519531
17318380,Others,Others,1.084632396697998
19068921,Others,Others,1.077500581741333
20180074,Others,Others,1.0198936462402344
21336372,Others,Others,1.5374796390533447
21954857,Others,Others,1.0878376960754395
22860931,Others,Others,1.40950345993042
23861804,Others,Others,0.9849467277526855
24653383,Others,Others,1.0095396041870117
24799699,Others,Others,0.9317400455474854
26098386,Others,Others,0.9813683032989502
26354811,Others,Others,1.6121726036071777
26590582,Others,Others,0.948291540145874
26852182,Others,Others,0.8534665107727051
28672041,Others,Others,0.7949545383453369
29460577,Others,Others,1.1607043743133545
29699484,Others,Others,1.4932599067687988
30440710,Others,Others,1.0010292530059814
31226121,Others,Others,1.5100336074829102
32501557,Others,Others,1.018728256225586
33773074,Others,Others,1.7497174739837646
34037661,Others,Others,1.4602725505828857
35068723,Others,Others,0.7574934959411621
35803842,Others,Others,0.9530246257781982
36350984,Others,Others,1.5446901321411133
36597936,Others,Others,0.8474206924438477
37615644,Others,Others,1.7078831195831299
37873025,Others,Others,1.5270702838897705
38147946,Others,Others,2.1368024349212646
38372396,Others,Others,0.8730282783508301
39213597,Others,Others,1.4568955898284912
40003378,Others,Others,1.0000050067901611
40211220,Others,Others,1.0750977993011475
40996472,Others,Others,1.3498125076293945
41277988,Others,Others,1.4603369235992432
41546028,Others,Others,1.462156057357788
41798940,Others,Others,0.9488861560821533
42353005,Others,Others,1.1968650817871094
42840986,Others,Others,1.6294806003570557
43654944,Others,Others,1.1589703559875488
45475818,Others,Others,1.119079351425171
47384262,Others,Others,1.003617525100708
48455762,Others,Others,1.5203077793121338
50308902,Others,Others,0.923095703125
50882998,API,Others,1.0087039470672607
51120033,Others,Others,1.1900348663330078
51944226,Others,Others,1.541348934173584
53277448,Others,Others,1.6559948921203613
53792566,Others,Others,1.6396596431732178
54048122,Others,Others,1.233550786972046
55386192,Others,Others,1.0674800872802734
55647213,Others,Others,0.8693103790283203
56170761,Others,Others,1.521155834197998
56444385,Others,Others,0.9749505519866943
58053382,Others,Others,0.9395971298217773
58849320,Others,Others,1.3202507495880127
59363415,Others,Others,0.9951877593994141
59664239,Others,Others,0.9696447849273682
60720515,Others,Others,1.0761992931365967
61030748,Others,Others,1.063060998916626
62154960,Others,Others,0.9052066802978516
65244757,Others,Others,0.954902172088623
65784109,Others,Others,0.8225076198577881
66102412,Others,Others,1.030022144317627
66665583,Others,Others,1.0074031352996826
66947583,Others,Others,1.8265743255615234
67761433,Others,Others,1.734398365020752
68360988,Others,Others,1.5318496227264404
68650725,Others,Others,0.9201505184173584
68933879,Others,Others,1.5218944549560547
70048072,Others,Others,1.410376787185669
70330165,Others,Others,1.1727068424224854
70897242,Others,Others,1.1661584377288818
72894235,Others,Others,1.0210576057434082
73753452,API,Others,1.0923917293548584
74348756,Others,Others,0.8784260749816895
75837550,Others,Others,1.0012259483337402
77165868,Others,Others,1.066390037536621
77688559,Others,Others,1.435054063796997
